date,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST
2017-10-09,3910.1140,3918.8390,3876.0320,3882.2070,3836.5010,13553585152,171941462016.0000,3,0.005097,1,1.191300,0
2017-10-10,3883.0030,3900.7410,3855.4660,3889.8630,3882.2070,11253258496,157979738112.0000,3,0.004232,1,0.197200,0
2017-10-11,3886.8180,3913.0690,3885.4970,3902.6860,3889.8630,10441815040,144152739840.0000,3,0.003927,1,0.329700,0
2017-10-12,3902.0150,3917.4430,3897.5470,3912.9530,3902.6860,9434092032,123147247616.0000,3,0.003548,1,0.263100,0
2017-10-13,3912.9750,3927.1740,3908.8880,3921.0010,3912.9530,9014206720,114314854400.0000,3,0.003390,1,0.205700,0
2017-10-16,3926.2750,3947.4230,3913.3220,3913.4460,3921.0010,12135503360,150823755776.0000,3,0.004563,1,-0.192700,0
2017-10-17,3910.7890,3924.6140,3900.4750,3913.0680,3913.4460,8224122624,106708451328.0000,3,0.003092,1,-0.009700,0
2017-10-18,3914.8150,3944.4100,3914.8150,3944.1620,3913.0680,10096984064,126420381696.0000,3,0.003796,1,0.794600,0
2017-10-19,3940.5830,3944.0340,3923.6450,3931.2490,3944.1620,10652725248,133189857280.0000,3,0.004005,1,-0.327400,0
2017-10-20,3918.5260,3928.9600,3910.1970,3926.8520,3931.2490,7298018048,94529638400.0000,3,0.002744,1,-0.111800,0
2017-10-23,3930.8910,3936.2720,3920.6560,3930.7980,3926.8520,8148497920,100280909824.0000,3,0.003064,1,0.100500,0
2017-10-24,3926.2290,3959.4950,3922.0280,3959.3950,3930.7980,9305815296,120192151552.0000,3,0.003498,1,0.727500,0
2017-10-25,3958.1660,3978.0890,3954.0010,3976.9490,3959.3950,8820545792,106820308992.0000,3,0.003316,1,0.443300,0
2017-10-26,3980.0470,4013.5980,3973.5530,3993.5750,3976.9490,12989546496,170488619008.0000,3,0.004883,1,0.418100,0
2017-10-27,3992.5530,4024.4640,3991.3540,4021.9670,3993.5750,12667284736,152974831616.0000,3,0.004762,1,0.710900,0
2017-10-30,4022.1640,4033.3390,3960.2690,4009.7210,4021.9670,15738760192,193489838080.0000,3,0.005917,1,-0.304500,0
2017-10-31,3995.3930,4009.2820,3983.2560,4006.7170,4009.7210,10917878016,142897205248.0000,3,0.004105,1,-0.074900,0
2017-11-01,4007.9110,4032.4580,3991.3230,3996.6220,4006.7170,13041737984,166477139968.0000,3,0.004903,1,-0.252000,0
2017-11-02,3994.0940,3999.2260,3971.3760,3997.1340,3996.6220,12610057984,151981363200.0000,3,0.004741,1,0.012800,0
2017-11-03,3992.3490,3999.3370,3963.0260,3992.6970,3997.1340,12940443904,158142058496.0000,3,0.004865,1,-0.111000,0
2017-11-06,3989.1820,4021.6380,3975.4060,4020.8890,3992.6970,12208115968,158911860736.0000,3,0.004590,1,0.706100,0
2017-11-07,4022.4010,4064.2170,4021.3630,4054.2460,4020.8890,15211666432,193990975488.0000,3,0.005718,1,0.829600,0
2017-11-08,4051.4930,4089.1450,4040.5770,4048.0050,4054.2460,15082771968,200949739520.0000,3,0.005670,1,-0.153900,0
2017-11-09,4043.0660,4076.6100,4038.4000,4075.8990,4048.0050,12105633536,159247200256.0000,3,0.004551,1,0.689100,0
2017-11-10,4070.2760,4116.7140,4067.6570,4111.9110,4075.8990,14181716480,198869835776.0000,3,0.005331,1,0.883500,0
2017-11-13,4115.5500,4137.6450,4115.5500,4128.0730,4111.9110,15144630784,205930795008.0000,3,0.005693,1,0.393100,0
2017-11-14,4129.2730,4133.5460,4086.8900,4099.3510,4128.0730,14323693568,199605010432.0000,3,0.005384,1,-0.695800,0
2017-11-15,4084.2130,4102.8070,4055.7160,4073.6690,4099.3500,12063569664,177753075712.0000,3,0.004534,1,-0.626500,0
2017-11-16,4063.4940,4107.6170,4062.2730,4105.0120,4073.6690,12138441472,172903882752.0000,3,0.004562,1,0.769400,0
2017-11-17,4094.0780,4122.3750,4081.3720,4120.8500,4105.0120,19178412032,253079314432.0000,3,0.007209,1,0.385800,0
2017-11-20,4093.7340,4144.5140,4060.9630,4143.8330,4120.8500,13744725760,191589638144.0000,3,0.005166,1,0.557700,0
2017-11-21,4131.8480,4220.2630,4129.9780,4217.7010,4143.8330,18035081984,253302198272.0000,3,0.006779,1,1.782600,0
2017-11-22,4228.3720,4260.6390,4191.1450,4227.5660,4217.7010,18647700224,254298361856.0000,3,0.007009,1,0.233900,0
2017-11-23,4213.3780,4214.1890,4086.9010,4102.3960,4227.5660,17814722816,237536706560.0000,3,0.006696,1,-2.960800,0
2017-11-24,4089.4720,4116.5940,4057.4890,4104.2030,4102.3960,13085804032,182912192512.0000,3,0.004918,1,0.044100,0
2017-11-27,4088.9310,4088.9310,4037.1450,4049.9470,4104.2030,14345526784,183004553216.0000,3,0.005392,1,-1.322000,0
2017-11-28,4034.2050,4056.4750,4010.2950,4055.8230,4049.9470,10205809408,135539646464.0000,3,0.003836,1,0.145100,0
2017-11-29,4061.3540,4069.2410,4004.6870,4053.7520,4055.8230,12455364096,165743341568.0000,3,0.004681,1,-0.051100,0
2017-11-30,4034.0090,4052.7970,3988.0010,4006.0990,4053.7520,10798334464,145829949440.0000,3,0.004059,1,-1.175500,0
2017-12-01,4003.5600,4027.1060,3984.3770,3998.1360,4006.0990,9738691328,136010928128.0000,3,0.003660,1,-0.198800,0
2017-12-04,3989.0460,4032.9850,3982.3180,4018.8570,3998.1360,10264721920,138223054848.0000,3,0.003858,1,0.518300,0
2017-12-05,4007.9360,4045.9330,4006.5430,4040.1700,4018.8570,15408707584,196337659904.0000,3,0.005791,1,0.530300,0
2017-12-06,4027.1230,4031.7530,3964.8080,4015.8210,4040.1700,10928620544,144114954240.0000,3,0.004107,1,-0.602700,0
2017-12-07,4003.5820,4017.9460,3955.9930,3971.0560,4015.8210,9025404416,119651201024.0000,3,0.003392,1,-1.114700,0
2017-12-08,3962.8280,4014.1380,3955.4400,4003.3790,3971.0560,8928286208,124371230720.0000,3,0.003356,1,0.814000,0
2017-12-11,4006.8780,4069.4990,4005.2680,4069.4990,4003.3790,9714894592,148476588032.0000,3,0.003651,1,1.651600,0
2017-12-12,4068.5050,4070.1500,4015.4540,4016.0160,4069.4990,8433871872,123515183104.0000,3,0.003170,1,-1.314200,0
2017-12-13,4013.8310,4052.6870,4004.7430,4050.0920,4016.0160,7754612992,115006382080.0000,3,0.002914,1,0.848500,0
2017-12-14,4050.9020,4057.6240,4013.8540,4026.1510,4050.0920,8076886272,115086946304.0000,3,0.003036,1,-0.591100,0
2017-12-15,4018.7310,4020.2660,3974.9270,3980.8550,4026.1510,8904438784,118474145792.0000,3,0.003346,1,-1.125000,0
2017-12-18,3983.2960,4008.0680,3967.9340,3985.2910,3980.8550,7785337600,111724351488.0000,3,0.002925,1,0.111400,0
2017-12-19,3985.8230,4035.6290,3985.8230,4035.3290,3985.2910,7752898560,115998203904.0000,3,0.002913,1,1.255600,0
2017-12-20,4036.0190,4044.8480,4015.6280,4030.4890,4035.3290,9060450304,126812876800.0000,3,0.003545,1,-0.119900,0
2017-12-21,4023.0760,4080.7810,4014.6520,4067.8480,4030.4890,9683608832,137819521024.0000,3,0.003789,1,0.926900,0
2017-12-22,4064.9130,4076.8020,4048.4910,4054.5980,4067.8480,7347368448,104426496000.0000,3,0.002875,1,-0.325700,0
2017-12-25,4057.4170,4086.9340,4026.4490,4041.5400,4054.5980,9192696320,129938837504.0000,3,0.003596,1,-0.322100,0
2017-12-26,4040.6170,4056.8550,4015.2990,4053.6220,4041.5400,9111878912,119725101056.0000,3,0.003563,1,0.298900,0
2017-12-27,4045.2790,4047.7360,3986.7380,3991.2070,4053.6220,10515357696,140516909056.0000,3,0.004112,1,-1.539700,0
2017-12-28,3992.9970,4036.6970,3980.2350,4018.8970,3991.2070,11854288640,153636696064.0000,3,0.004635,1,0.693800,0
2017-12-29,4022.8820,4043.1400,4012.8740,4030.8540,4018.8970,9048668416,121257037824.0000,3,0.003529,1,0.297500,0
2018-01-02,4045.2080,4087.7780,4045.2080,4087.4010,4030.8540,14693543424,178402033664.0000,3,0.005710,1,1.402900,0
2018-01-03,4091.4600,4140.0540,4088.7300,4111.3920,4087.4010,15185221888,205726887936.0000,3,0.005898,1,0.587000,0
2018-01-04,4114.1210,4137.6420,4105.8850,4128.8110,4111.3920,13454379520,174523555840.0000,3,0.005226,1,0.423700,0
2018-01-05,4133.3430,4151.2810,4123.2810,4138.7500,4128.8110,14900987136,185206292480.0000,3,0.005788,1,0.240700,0
2018-01-08,4140.8540,4166.3180,4127.3080,4160.1590,4138.7500,17387766528,226403872768.0000,3,0.006749,1,0.517300,0
2018-01-09,4157.5390,4191.2840,4153.5020,4189.2970,4160.1590,13903429376,181975080960.0000,3,0.005397,1,0.700400,0
2018-01-10,4187.2040,4211.0540,4175.1350,4207.8130,4189.2970,15112166656,194850254848.0000,3,0.005866,1,0.442000,0
2018-01-11,4197.1130,4211.7990,4181.9570,4205.5860,4207.8130,12157853952,170407305216.0000,3,0.004719,1,-0.052900,0
2018-01-12,4205.1440,4227.3920,4199.0250,4225.0010,4205.5860,11135479296,157606211584.0000,3,0.004323,1,0.461600,0
2018-01-15,4229.8350,4262.9310,4216.3580,4225.2390,4225.0010,17090789632,234986586112.0000,3,0.006634,1,0.005600,0
2018-01-16,4215.6240,4260.2110,4213.1270,4258.4730,4225.2390,16149496320,228271226880.0000,3,0.006268,1,0.786600,0
2018-01-17,4261.7830,4283.3440,4230.5360,4248.1160,4258.4730,21431103232,284554358784.0000,3,0.008318,1,-0.243200,0
2018-01-18,4259.3750,4292.6370,4246.6840,4271.4160,4248.1160,17203284736,225289687040.0000,3,0.006677,1,0.548500,0
2018-01-19,4281.9370,4316.5710,4269.6160,4285.3950,4271.4160,20949057024,258554724352.0000,3,0.008129,1,0.327300,0
2018-01-22,4276.4810,4338.4830,4275.8970,4336.5970,4285.3950,17464319488,233960222720.0000,3,0.006774,1,1.194800,0
2018-01-23,4346.8880,4383.5720,4346.7920,4382.6120,4336.5970,20186758400,257113358336.0000,3,0.007827,1,1.061100,0
2018-01-24,4389.4540,4397.8190,4349.0860,4389.8850,4382.6120,21981889024,284470808576.0000,3,0.008520,1,0.166000,0
2018-01-25,4381.9760,4392.1960,4336.2380,4365.0790,4389.8850,19537495040,250308091904.0000,3,0.007573,1,-0.565100,0
2018-01-26,4352.2210,4403.3370,4351.4870,4381.2990,4365.0790,17722723584,223331307520.0000,3,0.006869,1,0.371600,0
2018-01-29,4387.0570,4395.9050,4287.1120,4302.0180,4381.2990,19110035456,256176324608.0000,3,0.007406,1,-1.809500,0
2018-01-30,4286.6830,4308.5110,4251.5700,4256.1020,4302.0180,13903472896,186650566656.0000,3,0.005388,1,-1.067300,0
2018-01-31,4234.1100,4287.8570,4232.7720,4275.8980,4256.1020,14521016320,194401800192.0000,3,0.005628,1,0.465100,0
2018-02-01,4276.3420,4287.3880,4214.2900,4245.8970,4275.8980,19000293376,239230300160.0000,3,0.007364,1,-0.701600,0
2018-02-02,4213.9380,4271.7640,4181.7790,4271.2320,4245.8970,14606682624,191169867776.0000,3,0.005661,1,0.596700,0
2018-02-05,4204.4580,4274.1460,4200.1400,4274.1460,4271.2320,16134779904,217360146432.0000,3,0.006253,1,0.068200,0
2018-02-06,4182.3250,4211.5230,4131.5560,4148.8850,4274.1460,21491045120,279415083008.0000,3,0.008329,1,-2.930700,0
2018-02-07,4205.7360,4212.5670,4048.4220,4050.4970,4148.8850,20312749312,261507026944.0000,3,0.007872,1,-2.371400,0
2018-02-08,4022.8800,4071.6650,3974.6770,4012.0470,4050.4970,15926998528,199061770240.0000,3,0.006171,1,-0.949300,0
2018-02-09,3896.1690,3911.2910,3759.1460,3840.6520,4012.0470,20634982912,246774829056.0000,3,0.007995,1,-4.272000,0
2018-02-12,3846.2670,3907.8430,3828.0690,3890.1040,3840.6520,11618263808,149858041856.0000,3,0.004501,1,1.287600,0
2018-02-13,3925.5950,3986.9800,3925.5950,3935.6320,3890.1040,11256588544,144479354880.0000,3,0.004361,1,1.170400,0
2018-02-14,3945.0940,3971.4040,3923.1260,3966.9610,3935.6320,7108133888,93110202368.0000,3,0.002734,1,0.796000,0
2018-02-22,4020.9730,4058.7870,4009.9200,4052.7330,3966.9610,10581157120,138334363648.0000,3,0.004064,1,2.162200,0
2018-02-23,4061.7540,4085.2000,4035.2310,4071.0880,4052.7330,9945874688,128195833856.0000,3,0.003820,1,0.452900,0
2018-02-26,4093.3980,4128.7430,4048.9830,4118.4180,4071.0880,13788100096,179013095424.0000,3,0.005286,1,1.162600,0
2018-02-27,4120.8710,4120.8710,4051.8050,4058.9800,4118.4180,12593446912,169684901888.0000,3,0.004828,1,-1.443200,0
2018-02-28,4016.7910,4051.7120,3991.7060,4023.6410,4058.9800,10934359296,152493907968.0000,3,0.004191,1,-0.870600,0
2018-03-01,3994.8680,4061.0320,3986.8940,4049.0860,4023.6410,11019985152,146003456000.0000,3,0.004224,1,0.632400,0
2018-03-02,4014.9510,4044.4180,4006.9430,4016.4610,4049.0860,9616499968,130931179520.0000,3,0.003686,1,-0.805700,0
2018-03-05,4021.6570,4042.8340,3995.8710,4018.0970,4016.4610,8795254784,118197858304.0000,3,0.003371,1,0.040700,0
2018-03-06,4034.9850,4067.5520,3998.9310,4066.5640,4018.0970,13876244480,171370655744.0000,3,0.005318,1,1.206200,0
2018-03-07,4063.5020,4089.6960,4027.9360,4036.6530,4066.5640,10695242496,136572305408.0000,3,0.004099,1,-0.735500,0
2018-03-08,4038.9520,4078.2260,4029.7140,4077.6000,4036.6530,9115580928,123634638848.0000,3,0.003494,1,1.014400,0
2018-03-09,4088.0700,4110.6730,4076.4530,4108.8650,4077.6000,11370180864,150024118272.0000,3,0.004358,1,0.766800,0
2018-03-12,4130.7080,4139.5250,4112.7650,4127.6660,4108.8650,14090673920,190367592448.0000,3,0.005401,1,0.457600,0
2018-03-13,4124.3310,4130.2820,4087.5620,4091.2530,4127.6660,11176643072,141174161408.0000,3,0.004282,1,-0.882200,0
2018-03-14,4076.0620,4089.0940,4066.4890,4073.3440,4091.2530,9901340928,131537960960.0000,3,0.003794,1,-0.437700,0
2018-03-15,4058.7050,4098.9890,4058.7050,4096.1620,4073.3440,8816115712,126882451456.0000,3,0.003378,1,0.560200,0
2018-03-16,4096.8850,4110.0450,4055.8220,4056.4220,4096.1620,8489618688,122125340672.0000,3,0.003253,1,-0.970200,0
2018-03-19,4054.6160,4074.5180,4033.5210,4074.2470,4056.4220,8150288128,118183817216.0000,3,0.003125,1,0.439400,0
2018-03-20,4045.7420,4080.1920,4040.3080,4077.7040,4074.2470,8060528128,111980232704.0000,3,0.003090,1,0.084900,0
2018-03-21,4097.0240,4110.1150,4046.2400,4061.0500,4077.7040,9760948736,139330412544.0000,3,0.003742,1,-0.408400,0
2018-03-22,4062.0660,4072.3770,4003.7210,4020.3490,4061.0500,8909526016,127664336896.0000,3,0.003415,1,-1.002200,0
2018-03-23,3896.7350,3928.5110,3834.9370,3904.9350,4020.3490,18008044800,218905030656.0000,3,0.006902,1,-2.870700,0
2018-03-26,3862.6940,3883.9010,3829.9150,3879.8930,3904.9350,11513912832,156604526592.0000,3,0.004410,1,-0.641300,0
2018-03-27,3927.4920,3936.7780,3881.8720,3913.2680,3879.8930,11370071040,162291548160.0000,3,0.004354,1,0.860200,0
2018-03-28,3865.0450,3907.2810,3835.8820,3842.7150,3913.2680,10149490688,155848949760.0000,3,0.003887,1,-1.802900,0
2018-03-29,3854.5910,3913.9570,3794.2610,3894.0490,3842.7150,11662906624,164996784128.0000,3,0.004466,1,1.335900,0
2018-03-30,3893.7460,3915.3470,3879.2120,3898.4970,3894.0490,9751227136,137959280640.0000,3,0.003733,1,0.114200,0
2018-04-02,3897.0050,3937.0180,3882.8850,3886.9180,3898.4970,11124266496,159356080128.0000,3,0.004258,1,-0.297000,0
2018-04-03,3850.1540,3878.1500,3839.9330,3862.4790,3886.9180,9513736960,132049936384.0000,3,0.003642,1,-0.628700,0
2018-04-04,3873.6260,3898.6120,3852.4950,3854.8620,3862.4790,8873060864,131593068544.0000,3,0.003396,1,-0.197200,0
2018-04-09,3851.9540,3870.6730,3827.4130,3852.9290,3854.8620,8410546176,118167273472.0000,3,0.003219,1,-0.050100,0
2018-04-10,3860.7220,3927.4240,3851.7950,3927.1720,3852.9290,10617372160,137941299200.0000,3,0.004064,1,1.926900,0
2018-04-11,3934.1690,3958.7070,3924.9600,3938.3430,3927.1720,11193302016,139989291008.0000,3,0.004284,1,0.284500,0
2018-04-12,3935.6730,3937.7830,3896.1780,3898.6350,3938.3430,8269948928,108075565056.0000,3,0.003163,1,-1.008200,0
2018-04-13,3920.7370,3929.9520,3866.1860,3871.1440,3898.6350,7154420224,98921828352.0000,3,0.002736,1,-0.705100,0
2018-04-16,3862.4730,3869.1560,3789.6120,3808.8630,3871.1440,9921776896,131566866432.0000,3,0.003795,1,-1.608900,0
2018-04-17,3812.8740,3822.6260,3745.4440,3748.6410,3808.8630,9061079040,126518751232.0000,3,0.003465,1,-1.581100,0
2018-04-18,3785.3050,3789.6590,3708.1060,3766.2820,3748.6410,10667670528,143077675008.0000,3,0.004080,1,0.470600,0
2018-04-19,3774.7840,3824.0320,3767.7970,3811.8430,3766.2820,9905405952,127520120832.0000,3,0.003787,1,1.209700,0
2018-04-20,3801.2070,3815.4440,3750.1030,3760.8540,3811.8430,9928292608,123550662656.0000,3,0.003793,1,-1.337600,0
2018-04-23,3754.6890,3787.3950,3735.1840,3766.3250,3760.8540,9035629056,111763030016.0000,3,0.003452,1,0.145500,0
2018-04-24,3769.8780,3854.4290,3769.8780,3843.4880,3766.3250,11421952512,145700511744.0000,3,0.004363,1,2.048800,0
2018-04-25,3824.5920,3838.6920,3817.0320,3828.7010,3843.4880,7817261312,105750450176.0000,3,0.002986,1,-0.384700,0
2018-04-26,3823.3920,3828.7120,3744.8850,3755.4940,3828.7010,8715064064,125772304384.0000,3,0.003329,1,-1.912100,0
2018-04-27,3771.0360,3776.9750,3714.6440,3756.8760,3755.4940,8953172736,142113628160.0000,3,0.003420,1,0.036800,0
2018-05-02,3769.9250,3787.3020,3744.5470,3763.6460,3756.8760,8330103552,120083484672.0000,3,0.003182,1,0.180200,0
2018-05-03,3756.1650,3797.5260,3732.3710,3793.0000,3763.6460,9396111872,122740170752.0000,3,0.003585,1,0.779900,0
2018-05-04,3784.3160,3801.5240,3770.9380,3774.5980,3793.0000,7155428864,98315255808.0000,3,0.002729,1,-0.485200,0
2018-05-07,3782.5400,3834.5870,3776.0290,3834.1870,3774.5980,8728619520,126354800640.0000,3,0.003329,1,1.578700,0
2018-05-08,3834.6140,3892.0730,3833.7290,3878.6760,3834.1870,9421515776,135445864448.0000,3,0.003594,1,1.160300,0
2018-05-09,3876.1290,3878.9380,3855.7390,3871.6150,3878.6760,6671296512,92322897920.0000,3,0.002545,1,-0.182000,0
2018-05-10,3882.8350,3894.4900,3867.3080,3893.0560,3871.6150,7066780928,103255142400.0000,3,0.002695,1,0.553800,0
2018-05-11,3902.1480,3903.3370,3871.9520,3872.8380,3893.0560,7335660288,107715457024.0000,3,0.002798,1,-0.519300,0
2018-05-14,3886.8730,3919.2990,3886.8730,3909.2930,3872.8380,8197600000,122520047616.0000,3,0.003127,1,0.941300,0
2018-05-15,3920.1390,3924.3420,3892.9190,3924.0970,3909.2930,7604955392,106091905024.0000,3,0.002900,1,0.378700,0
2018-05-16,3909.8180,3923.3430,3889.1870,3892.8440,3924.0970,7191364608,106533928960.0000,3,0.002742,1,-0.796400,0
2018-05-17,3895.4890,3899.5130,3858.8520,3864.0500,3892.8440,5903012352,87104163840.0000,3,0.002249,1,-0.739700,0
2018-05-18,3860.1640,3903.0630,3841.8960,3903.0630,3864.0500,7261395712,96823853056.0000,3,0.002765,1,1.009600,0
2018-05-21,3925.5390,3937.4600,3913.6040,3921.2420,3903.0630,9264173824,120528728064.0000,3,0.003527,1,0.465800,0
2018-05-22,3918.8150,3918.8150,3881.1690,3906.2080,3921.2420,7536877824,102883344384.0000,3,0.002869,1,-0.383400,0
2018-05-23,3898.2680,3898.2680,3854.5820,3854.5820,3906.2080,8372231936,110684504064.0000,3,0.003187,1,-1.321600,0
2018-05-24,3853.2910,3859.1030,3823.9230,3827.2170,3854.5820,6834502144,93408219136.0000,3,0.002602,1,-0.709900,0
2018-05-25,3823.7440,3841.1240,3804.1340,3816.4980,3827.2170,7083638528,95667544064.0000,3,0.002696,1,-0.280100,0
2018-05-28,3816.2640,3846.5520,3799.3200,3833.2590,3816.4980,7152113152,100001640448.0000,3,0.002722,1,0.439200,0
2018-05-29,3824.1900,3841.7790,3800.6740,3804.0090,3833.2590,8155266304,117288579072.0000,3,0.003092,1,-0.763100,0
2018-05-30,3755.1760,3767.8870,3722.0710,3723.3720,3804.0090,8791328512,115858976768.0000,3,0.003332,1,-2.119800,0
2018-05-31,3749.2950,3804.7910,3742.5280,3802.3750,3723.3720,9266689536,130545422336.0000,3,0.003511,1,2.121800,0
2018-06-01,3789.6710,3802.5360,3753.8390,3770.5890,3802.3750,7782181376,105934864384.0000,3,0.002948,1,-0.835900,0
2018-06-04,3785.1860,3813.4060,3776.6180,3807.5780,3770.5890,7662434048,115146469376.0000,3,0.002903,1,0.981000,0
2018-06-05,3811.2850,3845.5640,3800.9250,3845.3160,3807.5780,7868736000,121261465600.0000,3,0.002980,1,0.991100,0
2018-06-06,3839.6830,3848.3290,3830.8950,3837.3510,3845.3160,7311723776,107142041600.0000,3,0.002769,1,-0.207100,0
2018-06-07,3846.9360,3859.8470,3827.6870,3831.0120,3837.3510,8025614592,112365711360.0000,3,0.003038,1,-0.165200,0
2018-06-08,3819.4470,3819.4600,3759.2710,3779.6150,3831.0120,8333733632,107818799104.0000,3,0.003155,1,-1.341600,0
2018-06-11,3770.2080,3792.5480,3756.5140,3779.9810,3779.6150,6870983424,105597923328.0000,3,0.002601,1,0.009700,0
2018-06-12,3783.1850,3830.4710,3765.2640,3825.9530,3779.9810,7320624384,116217139200.0000,3,0.002783,1,1.216200,0
2018-06-13,3814.6170,3817.4520,3782.0720,3788.3390,3825.9530,6637797120,97185497088.0000,3,0.002511,1,-0.983100,0
2018-06-14,3774.6390,3808.1610,3759.2480,3773.3650,3788.3390,6847132160,99234013184.0000,3,0.002590,1,-0.395300,0
2018-06-15,3763.0400,3780.3360,3737.4280,3753.4330,3773.3650,8548889344,109534900224.0000,3,0.003233,1,-0.528200,0
2018-06-19,3702.6680,3712.8160,3583.0200,3621.1160,3753.4330,16070654208,193848799232.0000,3,0.006078,1,-3.525200,0
2018-06-20,3602.5510,3649.3350,3578.1740,3635.4430,3621.1160,8671809792,112804814848.0000,3,0.003273,1,0.395700,0
2018-06-21,3633.5550,3673.5620,3589.4890,3592.9650,3635.4430,9390855168,115584147456.0000,3,0.003544,1,-1.168400,0
2018-06-22,3567.8930,3609.0750,3542.4560,3608.9040,3592.9650,7511786496,89687281664.0000,3,0.002835,1,0.443600,0
2018-06-25,3625.7980,3631.0250,3559.0340,3560.4770,3608.9040,7987707904,106690347008.0000,3,0.003015,1,-1.341900,0
2018-06-26,3521.5870,3541.7820,3478.2130,3531.1110,3560.4770,8498526976,108132167680.0000,3,0.003208,1,-0.824800,0
2018-06-27,3525.1320,3537.6560,3441.7850,3459.2620,3531.1110,8149181696,107628896256.0000,3,0.003071,1,-2.034700,0
2018-06-28,3434.9440,3477.0560,3416.9470,3423.5250,3459.2620,7591805184,98570526720.0000,3,0.002861,1,-1.033100,0
2018-06-29,3431.9610,3512.3830,3425.2150,3510.9840,3423.5250,7725703168,97616367616.0000,3,0.002912,1,2.554600,0
2018-07-02,3504.4570,3506.8990,3383.5000,3407.9630,3510.9840,8435144960,107601539072.0000,3,0.003163,1,-2.934200,0
2018-07-03,3410.4760,3422.0390,3319.2880,3409.2800,3407.9630,9527869184,129898020864.0000,3,0.003558,1,0.038600,0
2018-07-04,3398.7780,3418.3310,3359.0860,3363.7470,3409.2800,7515799808,93648560128.0000,3,0.002805,1,-1.335600,0
2018-07-05,3365.5540,3398.4850,3330.7110,3342.4370,3363.7470,8158798080,97544617984.0000,3,0.003045,1,-0.633500,0
2018-07-06,3347.0620,3396.2450,3295.7290,3365.1220,3342.4370,8609757952,109481943040.0000,3,0.003206,1,0.678700,0
2018-07-09,3378.9050,3459.3150,3378.9050,3459.1830,3365.1220,7660154624,100918861824.0000,3,0.002853,1,2.795200,0
2018-07-10,3464.9060,3474.1390,3437.2700,3467.5150,3459.1830,6954882304,90127446016.0000,3,0.002590,1,0.240900,0
2018-07-11,3398.9260,3427.5700,3375.1440,3407.5290,3467.5150,7204094976,89661505536.0000,3,0.002682,1,-1.729900,0
2018-07-12,3403.3300,3499.0970,3403.3300,3481.0550,3407.5290,9635356416,117805514752.0000,3,0.003587,1,2.157700,0
2018-07-13,3488.4960,3499.7640,3474.9120,3492.6890,3481.0550,7295589632,99800186880.0000,3,0.002716,1,0.334200,0
2018-07-16,3488.9670,3506.2350,3459.7310,3472.0850,3492.6890,6828199936,90754289664.0000,3,0.002542,1,-0.589900,0
2018-07-17,3466.4230,3467.1850,3420.9710,3449.3770,3472.0850,6198307584,85720563712.0000,3,0.002307,1,-0.654000,0
2018-07-18,3456.6060,3479.2630,3430.1560,3431.3220,3449.3770,6653032960,88556871680.0000,3,0.002474,1,-0.523400,0
2018-07-19,3444.8030,3466.5050,3417.9620,3428.3430,3431.3220,6847771648,88804909056.0000,3,0.002546,1,-0.086800,0
2018-07-20,3426.4550,3505.9280,3398.9530,3492.8930,3428.3430,10198472704,122196955136.0000,3,0.003792,1,1.882800,0
2018-07-23,3471.8550,3527.5330,3464.6470,3525.7500,3492.8930,11903662592,143960932352.0000,3,0.004426,1,0.940700,0
2018-07-24,3530.6640,3596.5120,3530.6640,3581.7050,3525.7500,15691243520,177448955904.0000,3,0.005834,1,1.587000,0
2018-07-25,3589.5050,3589.9840,3566.3140,3577.7520,3581.7050,9675849984,112176693248.0000,3,0.003591,1,-0.110400,0
2018-07-26,3583.3170,3593.9220,3528.6440,3536.2450,3577.7520,9034964224,105577283584.0000,3,0.003353,1,-1.160100,0
2018-07-27,3533.7710,3545.4050,3512.7030,3521.2260,3536.2450,7017810432,81192173568.0000,3,0.002605,1,-0.424700,0
2018-07-30,3520.8530,3550.9020,3489.5490,3515.0790,3521.2260,8211699456,96183099392.0000,3,0.003048,1,-0.174600,0
2018-07-31,3510.4740,3528.1540,3493.1540,3517.6560,3515.0790,6798081792,80022151168.0000,3,0.002523,1,0.073300,0
2018-08-01,3530.0290,3543.6060,3446.7760,3447.3880,3517.6560,9034861824,107477213184.0000,3,0.003353,1,-1.997600,0
2018-08-02,3434.3510,3434.3510,3322.0960,3370.9570,3447.3880,10130872832,122401284096.0000,3,0.003760,1,-2.217100,0
2018-08-03,3366.6630,3381.3410,3315.2000,3315.2830,3370.9570,7079691008,91395985408.0000,3,0.002627,1,-1.651600,0
2018-08-06,3312.8150,3344.2460,3257.6850,3273.2720,3315.2830,7797508352,97517989888.0000,3,0.002894,1,-1.267200,0
2018-08-07,3284.9780,3368.9620,3263.4980,3368.8690,3273.2720,9178391552,107512225792.0000,3,0.003406,1,2.920500,0
2018-08-08,3362.1480,3368.1600,3311.7690,3314.5070,3368.8690,7928486400,90958913536.0000,3,0.002942,1,-1.613700,0
2018-08-09,3303.4760,3408.3910,3299.6150,3397.5290,3314.5070,9195757312,108802314240.0000,3,0.003412,1,2.504800,0
2018-08-10,3398.4130,3424.0410,3380.5730,3405.0190,3397.5290,6896729856,85634523136.0000,3,0.002559,1,0.220500,0
